流水號,大類別,From,post_url,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
1,post,馬英九總統(118250504903757),http://www.facebook.com/118250504903757_1094020483993416,2016/01/19 13:30:10,photo,118250504903757_1094020483993416,昨天我接見了美國前副國務卿伯恩斯（William Burns）先生，他這次以美國高階特使的身份在大選後來到臺灣。上週六選舉結果揭曉後，美國國務院發表了公開聲明，除了向民進黨蔡英文主席表示祝賀，也公開感謝我上任後這幾年致力與美國發展堅實夥伴關係，並對我們近年來為改善兩岸關係所採取的具體措施表示讚賞。（The United States thanks President Ma Ying-jeou for his efforts to develop a strong partnership with the United States and applauds him for concrete steps he has taken to improve cross-Strait ties in recent years.）。（美國國務院新聞稿連結: http://goo.gl/fuJf6q）這次來訪，伯恩斯先生也告訴我，「臺美間的非官方關係從來沒像目前這麼好（has never been better），您對此有極大的功勞（deserve much credits）」，本次的選舉結果，也再次彰顯臺灣民主是一個成功的故事。對於這些來自美國國務院的肯定，我也特別向伯恩斯先生表達感謝。我也告訴伯恩斯先生，上個禮拜我國和平完成了總統大選，過程十分平和，顯示臺灣民主已逐漸成熟，也代表中華民國憲政秩序穩固。選舉結果出爐後，我也致電蔡英文主席，除了表達我的衷心祝賀，也希望新的政府上任後，能夠持續維持臺海和平與繁榮的現狀。,added_photos,https://www.facebook.com/MaYingjeou/photos/a.140389499356524.27404.118250504903757/1094020483993416/?type=3,Timeline Photos,1667,29206,475,2016/01/19 13:30:10
1_364,comment,Sheauching Huang(840875949312377), ,2016/01/19 14:59:24, ,1094020483993416_1094051950656936,加油！, , , , ,1, , ,
1_365,comment,Su Chuang Hao(778489875581579), ,2016/01/19 14:59:29, ,1094020483993416_1094051983990266,馬總統  謝謝您的堅持，讓中華民國未曾消失！辛苦了！, , , , ,1, , ,
1_366,comment,Alice Yang(1642895715938478), ,2016/01/19 14:59:54, ,1094020483993416_1094052093990255,會做不會表達的人是很吃虧。。。。馬總統 感謝您的付出，也讓您受了委曲。。。 謝謝您。。。, , , , ,11, , ,
1_367,comment,Joe Lo(113021772370257), ,2016/01/19 15:00:06, ,1094020483993416_1094052117323586,馬吳紀念金幣已經滯銷了。馬花痴還不快去捧場, , , , ,0, , ,
1_368,comment,陳益龍(420156401504391), ,2016/01/19 15:00:13, ,1094020483993416_1094052130656918,馬總統辛苦了！畢業了，但是百姓給你打分數是不及格的成績！努力一定會有結果，一種是好結果，一種是壞結果！我認同你八年的辛苦，但畢業成績卻讓我們失望！, , , , ,0, , ,
1_369,comment,Eddy Wang(877141739011579), ,2016/01/19 15:02:34, ,1094020483993416_1094052860656845,一個執政黨可以腐敗成這樣也是不簡單, , , , ,0, , ,
1_370,comment,Man Wo(1443871189247861), ,2016/01/19 15:02:40, ,1094020483993416_1094052890656842,感謝馬總統 我最佩服的政治領袖，     謝謝你, , , , ,9, , ,
1_371,comment,Eddy Wang(877141739011579), ,2016/01/19 15:04:00, ,1094020483993416_1094053533990111,蔡英文正步上馬英九後塵，柯建銘取代王金平，民進黨貪腐現形, , , , ,0, , ,
1_372,comment,Chelle Chou(1802470229977584), ,2016/01/19 15:04:21, ,1094020483993416_1094053593990105,, , , , ,3, , ,
1_373,comment,翁美蓉(519862301520652), ,2016/01/19 15:04:53, ,1094020483993416_1094053657323432,馬總統，辛苦了，謝謝, , , , ,1, , ,
1_374,comment,Ya Chi Tsao(799575890111843), ,2016/01/19 15:04:59, ,1094020483993416_1094053693990095,馬總統您辛苦了！加油 永遠支持你??, , , , ,2, , ,
1_375,comment,Chelle Chou(1802470229977584), ,2016/01/19 15:05:07, ,1094020483993416_1094053720656759,馬總統，午安愉悅！, , , , ,3, , ,
1_376,comment,Eddy Wang(877141739011579), ,2016/01/19 15:05:36, ,1094020483993416_1094053857323412,我就是中國人，這樣，死台獨，偏要講，哈哈, , , , ,1, , ,
1_377,comment,楊秉軒(879692985424308), ,2016/01/19 15:07:04, ,1094020483993416_1094054297323368,賣垃圾賺台灣的錢 連現任的都不派來, , , , ,0, , ,
1_378,comment,黃春花(1576576072621945), ,2016/01/19 15:07:09, ,1094020483993416_1094054320656699,馬總統辛苦了，你為台灣人民所做的一切 ，我們有目共睹，感恩你！, , , , ,8, , ,
1_379,comment,Eddy Wang(877141739011579), ,2016/01/19 15:07:10, ,1094020483993416_1094054330656698,我是中國人，死台獨，你們是什麼人？在我眼中只是賤人, , , , ,0, , ,
1_380,comment,Patrick Sung(1111449055547969), ,2016/01/19 15:07:34, ,1094020483993416_1094054420656689,換個耐磨的院長吧, , , , ,1, , ,
1_381,comment,Pan Yuan(10152817680341993), ,2016/01/19 15:07:46, ,1094020483993416_1094054457323352,小?哥辛苦了！, , , , ,1, , ,
1_382,comment,Eddy Wang(877141739011579), ,2016/01/19 15:08:19, ,1094020483993416_1094054550656676,台獨勢力是毒瘤，如同國民黨一樣, , , , ,0, , ,
1_383,comment,馮同瑜(869243123117893), ,2016/01/19 15:08:42, ,1094020483993416_1094054623990002,可有人會發啟520給馬英九掌聲活動，還他尊嚴與治國功勞，我率先先報名!, , , , ,8, , ,
1_384,comment,?海?(172096846490140), ,2016/01/19 15:09:27, ,1094020483993416_1094054780656653,尊敬的???，?了中?民族的未?，?了?岸的中?人，?离?前?底更正台?的?史教科?，?色教科??害??！, , , , ,0, , ,
1_385,comment,Yi Hsin Wang(1514106752217765), ,2016/01/19 15:09:47, ,1094020483993416_1094054857323312,馬總統，感謝您的努力與付出??您是最好的總統?? 永遠感謝您??, , , , ,5, , ,
1_386,comment,英任陳(1049334978429655), ,2016/01/19 15:10:31, ,1094020483993416_1094055120656619,超期待你被關的: ), , , , ,0, , ,
1_387,comment,劉貝(1021877481172952), ,2016/01/19 15:10:56, ,1094020483993416_1094055220656609,沒有行政院長會怎樣呀?, , , , ,1, , ,
1_388,comment,Jim  Kik(790218167759962), ,2016/01/19 15:10:58, ,1094020483993416_1094055230656608,總統 加油, , , , ,1, , ,
1_389,comment,Eddy Wang(877141739011579), ,2016/01/19 15:11:12, ,1094020483993416_1094055343989930,台獨勢力會引起戰爭，極統也會引爆戰爭，只有維持現狀，才能長治久安, , , , ,0, , ,
1_390,comment,鄔美銀(181844838843086), ,2016/01/19 15:11:16, ,1094020483993416_1094055373989927,???辛苦了！您?八年的努力善良有良知的人民?怀念您的。, , , , ,3, , ,
1_391,comment,Zx Lin(147847858911456), ,2016/01/19 15:11:18, ,1094020483993416_1094055380656593,?先生，?你一中各表不是?你披了?外衣，?民党有?任追求?家?极?一, , , , ,0, , ,
1_392,comment,Jeffrey Chow(10152779036012364), ,2016/01/19 15:11:55, ,1094020483993416_1094055497323248,馬總統，You have our suport too??, , , , ,0, , ,
1_393,comment,湯庭(1137203366305483), ,2016/01/19 15:12:02, ,1094020483993416_1094055510656580,總統加油，你的努力我看見了, , , , ,6, , ,
1_394,comment,Lance Liang(10155295419545123), ,2016/01/19 15:12:58, ,1094020483993416_1094056023989862,你到底有沒有“反省”你這個八年, , , , ,1, , ,
1_395,comment,Afan Liu(1030743300270547), ,2016/01/19 15:13:25, ,1094020483993416_1094056123989852,馬總統您辛苦了。未來4年恐怕還得麻煩您幫某黨某論壇繼續坦下去...#牠們沒有您根本不曉得如何生活下去了, , , , ,2, , ,
1_396,comment,章如良(999604773384427), ,2016/01/19 15:13:50, ,1094020483993416_1094056227323175,不可否認馬總統在國際領域上的努力，但馬總統這樣努力，為什麼民意支持度仍然爬不起來呢?因為這些成就，對[絕大多數]的一般在生活邊緣上掙扎求生活的人毫無關係，自然會無感，支持度怎麼可能拉得起來呢?馬總統對於一民眾生活上比較迫切的事宜有著力嗎?沒有!不但沒有，反而把他們當作[提款機]，把他們推向更為艱苦的生活境地!!馬總統最著重[公平正義]，提出[有所得就該課稅]這樣的的大旗，讓大家沒有反對的理由，才會莫名其妙的會去掏[開徵證所稅]這個馬蜂窩!作股票難道一定會賺錢嗎?在作股票時要被課很多莫名其妙的稅，成本並不低，即使賺到錢，也是他的眼光精準，賺錢被課倒還無所謂，最可惡的絕大部分的人都賠錢，賠錢時，政府有沒有退還被課的[證交稅]呢?沒有吧??但依然要被課!!為了花不知道少人力與物力，還不一定能課到的證所稅，卻放棄固定可收到千分之三的證交稅，天底下竟然會有那麼笨到不行的人在執政，真是在台灣的中華民國的不幸!!結果又如何呢，證所稅沒有課到分文，反而把台灣的證券市場搞得亂七八糟，執政的政府不該負責任嗎?政府不負責任，於是老百姓用選票懲罰執政的國民黨!!!這兒不妨舉出馬總統最著重[公平正義]而反打馬總統[公平正義]的二件完全相反的案子.提出來供馬總統作執政時的參考.證所稅的推出是馬總統特別強調的所謂的[公平正義]，但[二代健保補充保費]的推出，就不用講[公平正義]了嗎?[二代健保補充保費]的推出，根本[師出無名]，請試想，造成健保上的虧損，與被課[二代健保補充保費]的人有什麼相干，為什麼要在他們身上找錢來填補健保上的虧損呢?既然推出，也就算了，因為政府[鴨霸]，無力又弱勢的小民們無法抵抗，最初設定的最低起徵額只有少少的5000元，超過部分被課2%的稅，作為[二代健保補充保費]，被我在[總統府民意信箱]?了多次後，才慢慢的改善而得最低起徵額到二萬多元.超過部分需課2%作為[二代健保補充保費]，但為什麼又莫名其妙的去設一個[超過一千萬元部分]則[免徵]?對，你沒有看錯，是[免徵]，[免徵]的理由是:[因為不管有錢沒錢，享受健保的福利是相同的，所以[只能]向那些有錢的人多課一點，不能無限上綱!!因而才會有上限的設置!!]如果衛福部這個理由是[正確]的，財政部在課[綜合所得稅]時就不該分級，也應該有上限的設定才對，因為[不管有沒有錢，得到國家的照顧是一樣的!!]課徵[綜合所得稅]時是沒有上限，只是分級，而且往上所得的級距越高，課的稅率也越大，但衛福部在[二代健保補充保費]不但沒有增高稅率，也沒有單一稅率課到底，反而是免徵!!!這，就是馬總統最著重的[公平正義]?不是自相矛盾嗎?衛福部為了替自己無理課[二代健保補充保費]解套，卻又[狗尾續貂]的方式補了一句而越補越糟糕，[二代健保補充保費]不是[稅!!]不是[稅]，怎麼可以開徵?又是自相矛盾與自打嘴巴的說詞!!!馬總統所聘請的官員，學歷都很高，但卻端出這種自相矛盾的案子，能替馬總統加分嗎?開徵證所稅，沒有一個人受惠，直接或間接幾乎全部都是受害人，能不讓受害人憤怒嗎?選票就非常自然的就流失了，再加上[不公不義]課[二代健保補充保費]，是專門向那些生活邊緣掙扎上的人伸手要錢，再一次讓被害的人不滿而趕走一批人，選票自然就這樣的不見了，這二個案子都是馬總統當選連任上任前與上任後所提出來的案子，也就從那個時候起，不論那一種選舉，國民黨都敗得非常的徹底!!!!馬總統與政府的那些官員們認為馬總統的政績不是很不錯嗎?為什麼民意支持度卻總是爬不起來呢?因為馬總統對一般升斗小民們的生活情況完全陌生與隔閡，[民之所欲]，不在馬總統的[心裡]民調怎麼可能會好呢?有一段時間，馬總統還兼任;中國國民黨黨主席時，一般正常情況，候選人歡迎黨主席替自己站台都求不到，因為得到黨主席站台加持是會加分的，但為什麼幾乎所有候選人在看馬總統要去替候選人自己站台時都拒絕呢?馬總統有沒有深切的自我反省與檢討呢?沒有!!絕對沒有!!因為馬總統一直生活在[自我感覺良好]的甜美夢境裡不想醒來!!!，冰凍三尺，非一日之寒，於是2016年總統與立法委員大選，國民黨為什麼會敗得那麼的徹底的原因所在!!!至於朱主席換柱事宜該是壓垮國民黨大選的最後一根稻草，因為朱主席連自己執政的新北市都輸，其他地方還會有選票嗎?, , , , ,2, , ,
1_397,comment,Eddy Wang(877141739011579), ,2016/01/19 15:14:50, ,1094020483993416_1094056487323149,李小龍是香港人，學詠春拳功夫，所以是香港功夫？這是白癡台獨思想的話術，正確是李小龍是香港人，學詠春拳功夫，是中國功夫。, , , , ,0, , ,
1_398,comment,喻?舞(164777643896824), ,2016/01/19 15:14:57, ,1094020483993416_1094056520656479,?然?了??但是至少?了民主, , , , ,0, , ,
1_399,comment,趙若若(168321876832274), ,2016/01/19 15:15:10, ,1094020483993416_1094056567323141,終於要換人被罵被丟鞋子丟書了，揪團來去丟鞋撒冥紙哦…, , , , ,4, , ,
1_400,comment,戴武宏(345237432316451), ,2016/01/19 15:15:11, ,1094020483993416_1094056573989807,馬總統這樣的身材文學，跟外賓站一起看起真是順眼多了, , , , ,7, , ,
1_401,comment,Yuein Chen(1521488761512269), ,2016/01/19 15:15:40, ,1094020483993416_1094056663989798,真正為民著想現在就辭吧，賴在那幹嘛?, , , , ,0, , ,
1_402,comment,Start  Chen(355645141293541), ,2016/01/19 15:16:01, ,1094020483993416_1094056830656448,一大堆網民喊著拒絕網絡霸淩但你們可知道 台灣人自己選出來的總統卻是被霸淩最嚴重的一位 做的好是應該做的不好就可以把前面所有好的都略過哦哦 可笑 總統您辛苦了, , , , ,222, , ,
1_403,comment,洪宗毅(910893505599630), ,2016/01/19 15:16:14, ,1094020483993416_1094056857323112,好走不送, , , , ,0, , ,
1_404,comment,Eddy Wang(877141739011579), ,2016/01/19 15:16:17, ,1094020483993416_1094056870656444,民進黨趕快與時代力量結合，哈哈, , , , ,0, , ,
1_405,comment,許光富(963348797016735), ,2016/01/19 15:16:42, ,1094020483993416_1094056947323103,阿里不達王國都讚揚馬總統, , , , ,0, , ,
1_406,comment,Xiuqing Zhuang(1633806846851121), ,2016/01/19 15:17:45, ,1094020483993416_1094057157323082,馬總統…辛苦ㄌ…人民永記心頭…加油…, , , , ,2, , ,
1_407,comment,Daniel Chen(687528574710172), ,2016/01/19 15:17:57, ,1094020483993416_1094057197323078,https://www.facebook.com/danielchen10/posts/787217134741315馬總統 您多看一下會懂的 別自己人搞件事情還要看他族臉色, , , , ,0, , ,
1_408,comment,Benny Ho(10204322876406037), ,2016/01/19 15:18:01, ,1094020483993416_1094057223989742,如果兩岸統一 ！美國還有何利益 ！？, , , , ,0, , ,
1_409,comment,John Williams(10203899847837335), ,2016/01/19 15:18:21, ,1094020483993416_1094057273989737,馬總統，  謝謝你!不論任何人攻擊你，做對的事，總會有人會深深記得!加油! 不論你是否為總統我們都支持你! 願上帝保守你和中華民國!, , , , ,13, , ,
1_410,comment,John Chiang(10207241075565405), ,2016/01/19 15:19:20, ,1094020483993416_1094057430656388,#是有點尷尬, , , , ,0, , ,
1_411,comment,朱香桂(203421220008586), ,2016/01/19 15:19:33, ,1094020483993416_1094057510656380,?無言勝有言台上瘋言瘋語強詞奪理是現代的優勝者所謂餓狠犬不怕拉肚子時速300公里, , , , ,0, , ,
1_412,comment,Benny Ho(10204322876406037), ,2016/01/19 15:19:52, ,1094020483993416_1094057577323040,中國人民只剩下比台灣有錢 ……！！還是 ……台灣只剩下民主比中國強大 ……！？ ！, , , , ,1, , ,
1_413,comment,高常安(1123063131053207), ,2016/01/19 15:20:08, ,1094020483993416_1094057690656362,馬總統加油, , , , ,3, , ,
1_414,comment,Eddy Wang(877141739011579), ,2016/01/19 15:20:21, ,1094020483993416_1094057850656346,有台獨思想的人都怪怪，極度偏激，毫無主見，接受洗腦式教育，什麼東西扯上台灣兩字，就在自爽, , , , ,3, , ,
1_415,comment,Suyu Lin(1546478832343037), ,2016/01/19 15:20:35, ,1094020483993416_1094057920656339,現在三寶一大群哦？, , , , ,0, , ,
1_416,comment,蔡行心(375270926005832), ,2016/01/19 15:21:23, ,1094020483993416_1094058253989639,世界和平  無災無難  人間傳慈愛。, , , , ,1, , ,
1_417,comment,Aki Chen(818690091552709), ,2016/01/19 15:23:09, ,1094020483993416_1094058753989589,馬不知臉長。, , , , ,0, , ,
1_418,comment,葉思妤(1052430061453179), ,2016/01/19 15:23:43, ,1094020483993416_1094058867322911,馬總統，您辛苦了, , , , ,1, , ,
1_419,comment,任芸萱(787176591358455), ,2016/01/19 15:23:43, ,1094020483993416_1094058873989577,馬總統辛苦了～, , , , ,0, , ,
1_420,comment,江夏(175989259426952), ,2016/01/19 15:24:16, ,1094020483993416_1094058943989570,??同胞（不包括台?和?嘴??的?蛆），周子瑜事情前因后果你?明事理的人??知道是怎么一回事了，如果假??看到我??的前因后果只能?你?瞎，???不如?岸一起抵制JYP??不要?的公司好了，我?的目的??都是?JYP狗?, , , , ,0, , ,
1_421,comment,Eddy Wang(877141739011579), ,2016/01/19 15:24:38, ,1094020483993416_1094059023989562,有被統一思想的人也怪怪，凡是認為中共一定富強，比較有主見，同樣接受洗腦式教育，利益輸送，一講到兩岸就自大起來，哈哈, , , , ,0, , ,
1_422,comment,楊茜茹(1447647482201609), ,2016/01/19 15:24:50, ,1094020483993416_1094059067322891,藍軍…敵人狠毒，你就要變更強壯更狠毒, , , , ,0, , ,
1_423,comment,時美蘭(1017749481631822), ,2016/01/19 15:25:11, ,1094020483993416_1094059110656220,現今太多年輕孩子盲目的被洗腦，藍營更得加油，4年後才有機會，最 重要一個人就是宋營和藍營如果不合作永遠就沒機會了， 這次外國親友都不回來投票，白投，如只一人參選就不會輸了， 也救了立委侯選人, , , , ,2, , ,
1_424,comment,李曉莉(587385854697985), ,2016/01/19 15:25:17, ,1094020483993416_1094059153989549,馬總統辛苦了，謝謝您。, , , , ,0, , ,
1_425,comment,Fields Lu(483197351838160), ,2016/01/19 15:25:36, ,1094020483993416_1094059230656208,看你多厲害  可以鬥掉多少人, , , , ,0, , ,
1_426,comment,楊茜茹(1447647482201609), ,2016/01/19 15:26:14, ,1094020483993416_1094059367322861,牛牽到北京還是牛，牽都…無聊, , , , ,3, , ,
1_427,comment,Fields Lu(483197351838160), ,2016/01/19 15:26:15, ,1094020483993416_1094059373989527,遺臭萬年的總統, , , , ,0, , ,
1_428,comment,Fields Lu(483197351838160), ,2016/01/19 15:26:22, ,1094020483993416_1094059397322858,臭臭DER, , , , ,0, , ,
1_429,comment,陳仁愷(1107561165924544), ,2016/01/19 15:26:26, ,1094020483993416_1094059440656187,美國也對蔡英文不是很信任阿～, , , , ,0, , ,
1_430,comment,曾金興(487980118070071), ,2016/01/19 15:26:37, ,1094020483993416_1094059507322847,謙卑的人是神所喜悅馬總統願神祝福你全家平安好好休息養身我們愛你, , , , ,5, , ,
